Year,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Rainfall_mm
2017,Uttar Pradesh,Fatehpur,rice,82060,2640,66,31.68,58.08,25,80,6.5,1200
2017,Uttar Pradesh,Fatehpur,maize,310,2200,59.4,26.4,37.4,22,70,6,800
2017,Uttar Pradesh,Fatehpur,chickpea,42140,1611.75,29.0115,16.1175,29.0115,20,60,6.5,600
1966,Uttar Pradesh,Allahabad,rice,137500,350.55,8.76375,4.2066,7.7121,25,80,6.5,1200
1966,Uttar Pradesh,Allahabad,maize,1100,1090.91,29.45457,13.09092,18.54547,22,70,6,800
1966,Uttar Pradesh,Allahabad,chickpea,94500,287.83,5.18094,2.8783,5.18094,20,60,6.5,600
1967,Uttar Pradesh,Allahabad,rice,126800,718.45,17.96125,8.6214,15.8059,25,80,6.5,1200
1967,Uttar Pradesh,Allahabad,maize,1300,846.15,22.84605,10.1538,14.38455,22,70,6,800
1967,Uttar Pradesh,Allahabad,chickpea,88400,813.35,14.6403,8.1335,14.6403,20,60,6.5,600
1968,Uttar Pradesh,Allahabad,rice,129100,302.09,7.55225,3.62508,6.64598,25,80,6.5,1200
1968,Uttar Pradesh,Allahabad,maize,1300,923.08,24.92316,11.07696,15.69236,22,70,6,800
1968,Uttar Pradesh,Allahabad,chickpea,75400,517.24,9.31032,5.1724,9.31032,20,60,6.5,600
1969,Uttar Pradesh,Allahabad,rice,137200,849.85,21.24625,10.1982,18.6967,25,80,6.5,1200
1969,Uttar Pradesh,Allahabad,maize,2200,863.64,23.31828,10.36368,14.68188,22,70,6,800
1969,Uttar Pradesh,Allahabad,chickpea,85200,807.51,14.53518,8.0751,14.53518,20,60,6.5,600
1970,Uttar Pradesh,Allahabad,rice,139300,686.29,17.15725,8.23548,15.09838,25,80,6.5,1200
1970,Uttar Pradesh,Allahabad,maize,2100,1619.05,43.71435,19.4286,27.52385,22,70,6,800
1970,Uttar Pradesh,Allahabad,chickpea,83200,841.35,15.1443,8.4135,15.1443,20,60,6.5,600
1971,Uttar Pradesh,Allahabad,rice,150300,897.54,22.4385,10.77048,19.74588,25,80,6.5,1200
1971,Uttar Pradesh,Allahabad,maize,1100,636.36,17.18172,7.63632,10.81812,22,70,6,800
1971,Uttar Pradesh,Allahabad,chickpea,85400,860.66,15.49188,8.6066,15.49188,20,60,6.5,600
1972,Uttar Pradesh,Allahabad,rice,144600,882.43,22.06075,10.58916,19.41346,25,80,6.5,1200
1972,Uttar Pradesh,Allahabad,maize,1500,1133.33,30.59991,13.59996,19.26661,22,70,6,800
1972,Uttar Pradesh,Allahabad,chickpea,79600,670.85,12.0753,6.7085,12.0753,20,60,6.5,600
1973,Uttar Pradesh,Allahabad,rice,136900,867.79,21.69475,10.41348,19.09138,25,80,6.5,1200
1973,Uttar Pradesh,Allahabad,maize,800,875,23.625,10.5,14.875,22,70,6,800
1973,Uttar Pradesh,Allahabad,chickpea,80600,562.03,10.11654,5.6203,10.11654,20,60,6.5,600
1974,Uttar Pradesh,Allahabad,rice,142300,573.44,14.336,6.88128,12.61568,25,80,6.5,1200
1974,Uttar Pradesh,Allahabad,maize,1400,357.14,9.64278,4.28568,6.07138,22,70,6,800
1974,Uttar Pradesh,Allahabad,chickpea,65600,576.22,10.37196,5.7622,10.37196,20,60,6.5,600
1975,Uttar Pradesh,Allahabad,rice,144900,908.21,22.70525,10.89852,19.98062,25,80,6.5,1200
1975,Uttar Pradesh,Allahabad,maize,1800,833.33,22.49991,9.99996,14.16661,22,70,6,800
1975,Uttar Pradesh,Allahabad,chickpea,68000,839.71,15.11478,8.3971,15.11478,20,60,6.5,600
1976,Uttar Pradesh,Allahabad,rice,129300,802.78,20.0695,9.63336,17.66116,25,80,6.5,1200
1976,Uttar Pradesh,Allahabad,maize,900,888.89,24.00003,10.66668,15.11113,22,70,6,800
1976,Uttar Pradesh,Allahabad,chickpea,67400,872.4,15.7032,8.724,15.7032,20,60,6.5,600
1977,Uttar Pradesh,Allahabad,rice,137200,1201.17,30.02925,14.41404,26.42574,25,80,6.5,1200
1977,Uttar Pradesh,Allahabad,maize,500,800,21.6,9.6,13.6,22,70,6,800
1977,Uttar Pradesh,Allahabad,chickpea,69900,1030.04,18.54072,10.3004,18.54072,20,60,6.5,600
1978,Uttar Pradesh,Allahabad,rice,156000,1276.28,31.907,15.31536,28.07816,25,80,6.5,1200
1978,Uttar Pradesh,Allahabad,maize,1100,1000,27,12,17,22,70,6,800
1978,Uttar Pradesh,Allahabad,chickpea,75300,896.41,16.13538,8.9641,16.13538,20,60,6.5,600
1979,Uttar Pradesh,Allahabad,rice,146500,246.42,6.1605,2.95704,5.42124,25,80,6.5,1200
1979,Uttar Pradesh,Allahabad,maize,1300,615.38,16.61526,7.38456,10.46146,22,70,6,800
1979,Uttar Pradesh,Allahabad,chickpea,72700,496.56,8.93808,4.9656,8.93808,20,60,6.5,600
1980,Uttar Pradesh,Allahabad,rice,163000,987.12,24.678,11.84544,21.71664,25,80,6.5,1200
1980,Uttar Pradesh,Allahabad,maize,900,444.44,11.99988,5.33328,7.55548,22,70,6,800
1980,Uttar Pradesh,Allahabad,chickpea,69800,962.75,17.3295,9.6275,17.3295,20,60,6.5,600
1981,Uttar Pradesh,Allahabad,rice,169400,1086.78,27.1695,13.04136,23.90916,25,80,6.5,1200
1981,Uttar Pradesh,Allahabad,maize,800,1000,27,12,17,22,70,6,800
1981,Uttar Pradesh,Allahabad,chickpea,69000,675.36,12.15648,6.7536,12.15648,20,60,6.5,600
1982,Uttar Pradesh,Allahabad,rice,165000,1135.15,28.37875,13.6218,24.9733,25,80,6.5,1200
1982,Uttar Pradesh,Allahabad,maize,500,600,16.2,7.2,10.2,22,70,6,800
1982,Uttar Pradesh,Allahabad,chickpea,78200,865.73,15.58314,8.6573,15.58314,20,60,6.5,600
1983,Uttar Pradesh,Allahabad,rice,175700,1309.05,32.72625,15.7086,28.7991,25,80,6.5,1200
1983,Uttar Pradesh,Allahabad,maize,200,1000,27,12,17,22,70,6,800
1983,Uttar Pradesh,Allahabad,chickpea,62000,1095.16,19.71288,10.9516,19.71288,20,60,6.5,600
1984,Uttar Pradesh,Allahabad,rice,163700,897.98,22.4495,10.77576,19.75556,25,80,6.5,1200
1984,Uttar Pradesh,Allahabad,maize,900,2000,54,24,34,22,70,6,800
1984,Uttar Pradesh,Allahabad,chickpea,66300,1140.27,20.52486,11.4027,20.52486,20,60,6.5,600
1985,Uttar Pradesh,Allahabad,rice,167200,1500.6,37.515,18.0072,33.0132,25,80,6.5,1200
1985,Uttar Pradesh,Allahabad,maize,1500,1466.67,39.60009,17.60004,24.93339,22,70,6,800
1985,Uttar Pradesh,Allahabad,chickpea,79200,864.9,15.5682,8.649,15.5682,20,60,6.5,600
1986,Uttar Pradesh,Allahabad,rice,176000,1301.7,32.5425,15.6204,28.6374,25,80,6.5,1200
1986,Uttar Pradesh,Allahabad,maize,1100,1090.91,29.45457,13.09092,18.54547,22,70,6,800
1986,Uttar Pradesh,Allahabad,chickpea,67600,766.27,13.79286,7.6627,13.79286,20,60,6.5,600
1987,Uttar Pradesh,Allahabad,rice,111500,1385.65,34.64125,16.6278,30.4843,25,80,6.5,1200
1987,Uttar Pradesh,Allahabad,maize,900,888.89,24.00003,10.66668,15.11113,22,70,6,800
1987,Uttar Pradesh,Allahabad,chickpea,63700,700.16,12.60288,7.0016,12.60288,20,60,6.5,600
1988,Uttar Pradesh,Allahabad,rice,158400,1484.22,37.1055,17.81064,32.65284,25,80,6.5,1200
1988,Uttar Pradesh,Allahabad,maize,900,1000,27,12,17,22,70,6,800
1988,Uttar Pradesh,Allahabad,chickpea,57900,785.84,14.14512,7.8584,14.14512,20,60,6.5,600
1989,Uttar Pradesh,Allahabad,rice,167500,1438.81,35.97025,17.26572,31.65382,25,80,6.5,1200
1989,Uttar Pradesh,Allahabad,maize,500,2000,54,24,34,22,70,6,800
1989,Uttar Pradesh,Allahabad,chickpea,54700,782.45,14.0841,7.8245,14.0841,20,60,6.5,600
1990,Uttar Pradesh,Allahabad,rice,190540,1722.58,43.0645,20.67096,37.89676,25,80,6.5,1200
1990,Uttar Pradesh,Allahabad,maize,360,1777.78,48.00006,21.33336,30.22226,22,70,6,800
1990,Uttar Pradesh,Allahabad,chickpea,61100,912.11,16.41798,9.1211,16.41798,20,60,6.5,600
1991,Uttar Pradesh,Allahabad,rice,189010,1434.95,35.87375,17.2194,31.5689,25,80,6.5,1200
1991,Uttar Pradesh,Allahabad,maize,300,1433.33,38.69991,17.19996,24.36661,22,70,6,800
1991,Uttar Pradesh,Allahabad,chickpea,52540,943.85,16.9893,9.4385,16.9893,20,60,6.5,600
1992,Uttar Pradesh,Allahabad,rice,189410,1941.87,48.54675,23.30244,42.72114,25,80,6.5,1200
1992,Uttar Pradesh,Allahabad,maize,260,1807.69,48.80763,21.69228,30.73073,22,70,6,800
1992,Uttar Pradesh,Allahabad,chickpea,53440,1072.79,19.31022,10.7279,19.31022,20,60,6.5,600
1993,Uttar Pradesh,Allahabad,rice,152820,1762.53,44.06325,21.15036,38.77566,25,80,6.5,1200
1993,Uttar Pradesh,Allahabad,maize,300,1166.67,31.50009,14.00004,19.83339,22,70,6,800
1993,Uttar Pradesh,Allahabad,chickpea,45170,970.56,17.47008,9.7056,17.47008,20,60,6.5,600
1994,Uttar Pradesh,Allahabad,rice,169120,1866.6,46.665,22.3992,41.0652,25,80,6.5,1200
1994,Uttar Pradesh,Allahabad,maize,240,1708.33,46.12491,20.49996,29.04161,22,70,6,800
1994,Uttar Pradesh,Allahabad,chickpea,52450,1355.39,24.39702,13.5539,24.39702,20,60,6.5,600
1995,Uttar Pradesh,Allahabad,rice,156110,1489.27,37.23175,17.87124,32.76394,25,80,6.5,1200
1995,Uttar Pradesh,Allahabad,maize,340,1941.18,52.41186,23.29416,33.00006,22,70,6,800
1995,Uttar Pradesh,Allahabad,chickpea,52130,889.12,16.00416,8.8912,16.00416,20,60,6.5,600
1996,Uttar Pradesh,Allahabad,rice,162150,1976.01,49.40025,23.71212,43.47222,25,80,6.5,1200
1996,Uttar Pradesh,Allahabad,maize,360,2027.78,54.75006,24.33336,34.47226,22,70,6,800
1996,Uttar Pradesh,Allahabad,chickpea,51570,859.61,15.47298,8.5961,15.47298,20,60,6.5,600
1997,Uttar Pradesh,Allahabad,rice,172950,1781.32,44.533,21.37584,39.18904,25,80,6.5,1200
1997,Uttar Pradesh,Allahabad,maize,360,2083.33,56.24991,24.99996,35.41661,22,70,6,800
1997,Uttar Pradesh,Allahabad,chickpea,49370,1137.94,20.48292,11.3794,20.48292,20,60,6.5,600
1998,Uttar Pradesh,Allahabad,rice,218100,1751.22,43.7805,21.01464,38.52684,25,80,6.5,1200
1998,Uttar Pradesh,Allahabad,maize,360,1333.33,35.99991,15.99996,22.66661,22,70,6,800
1998,Uttar Pradesh,Allahabad,chickpea,55730,1015.97,18.28746,10.1597,18.28746,20,60,6.5,600
1999,Uttar Pradesh,Allahabad,rice,230310,2090.49,52.26225,25.08588,45.99078,25,80,6.5,1200
1999,Uttar Pradesh,Allahabad,maize,410,2000,54,24,34,22,70,6,800
1999,Uttar Pradesh,Allahabad,chickpea,55240,868.39,15.63102,8.6839,15.63102,20,60,6.5,600
2000,Uttar Pradesh,Allahabad,rice,241570,1872.75,46.81875,22.473,41.2005,25,80,6.5,1200
2000,Uttar Pradesh,Allahabad,maize,270,2074.07,55.99989,24.88884,35.25919,22,70,6,800
2000,Uttar Pradesh,Allahabad,chickpea,56100,922.99,16.61382,9.2299,16.61382,20,60,6.5,600
2001,Uttar Pradesh,Allahabad,rice,231600,2038.99,50.97475,24.46788,44.85778,25,80,6.5,1200
2001,Uttar Pradesh,Allahabad,maize,380,1868.42,50.44734,22.42104,31.76314,22,70,6,800
2001,Uttar Pradesh,Allahabad,chickpea,37050,911.47,16.40646,9.1147,16.40646,20,60,6.5,600
2002,Uttar Pradesh,Allahabad,rice,189590,1859.86,46.4965,22.31832,40.91692,25,80,6.5,1200
2002,Uttar Pradesh,Allahabad,maize,250,1360,36.72,16.32,23.12,22,70,6,800
2002,Uttar Pradesh,Allahabad,chickpea,37220,908.92,16.36056,9.0892,16.36056,20,60,6.5,600
2003,Uttar Pradesh,Allahabad,rice,216540,2244.67,56.11675,26.93604,49.38274,25,80,6.5,1200
2003,Uttar Pradesh,Allahabad,maize,330,1181.82,31.90914,14.18184,20.09094,22,70,6,800
2003,Uttar Pradesh,Allahabad,chickpea,34230,1035.35,18.6363,10.3535,18.6363,20,60,6.5,600
2004,Uttar Pradesh,Allahabad,rice,211260,1806.45,45.16125,21.6774,39.7419,25,80,6.5,1200
2004,Uttar Pradesh,Allahabad,maize,230,1826.09,49.30443,21.91308,31.04353,22,70,6,800
2004,Uttar Pradesh,Allahabad,chickpea,29250,989.74,17.81532,9.8974,17.81532,20,60,6.5,600
2005,Uttar Pradesh,Allahabad,rice,211590,1952.08,48.802,23.42496,42.94576,25,80,6.5,1200
2005,Uttar Pradesh,Allahabad,maize,350,1314.29,35.48583,15.77148,22.34293,22,70,6,800
2005,Uttar Pradesh,Allahabad,chickpea,32080,1095.07,19.71126,10.9507,19.71126,20,60,6.5,600
2006,Uttar Pradesh,Allahabad,rice,214460,1997.06,49.9265,23.96472,43.93532,25,80,6.5,1200
2006,Uttar Pradesh,Allahabad,maize,360,1305.56,35.25012,15.66672,22.19452,22,70,6,800
2006,Uttar Pradesh,Allahabad,chickpea,29900,970.9,17.4762,9.709,17.4762,20,60,6.5,600
2007,Uttar Pradesh,Allahabad,rice,215330,2041.05,51.02625,24.4926,44.9031,25,80,6.5,1200
2007,Uttar Pradesh,Allahabad,maize,350,1428.57,38.57139,17.14284,24.28569,22,70,6,800
2007,Uttar Pradesh,Allahabad,chickpea,29130,981.12,17.66016,9.8112,17.66016,20,60,6.5,600
2008,Uttar Pradesh,Allahabad,rice,217820,2390.51,59.76275,28.68612,52.59122,25,80,6.5,1200
2008,Uttar Pradesh,Allahabad,maize,320,1562.5,42.1875,18.75,26.5625,22,70,6,800
2008,Uttar Pradesh,Allahabad,chickpea,28450,1097.72,19.75896,10.9772,19.75896,20,60,6.5,600
2009,Uttar Pradesh,Allahabad,rice,166340,2163.94,54.0985,25.96728,47.60668,25,80,6.5,1200
2009,Uttar Pradesh,Allahabad,maize,350,1600,43.2,19.2,27.2,22,70,6,800
2009,Uttar Pradesh,Allahabad,chickpea,28590,765.65,13.7817,7.6565,13.7817,20,60,6.5,600
2010,Uttar Pradesh,Allahabad,rice,189330,2256.17,56.40425,27.07404,49.63574,25,80,6.5,1200
2010,Uttar Pradesh,Allahabad,maize,400,1200,32.4,14.4,20.4,22,70,6,800
2010,Uttar Pradesh,Allahabad,chickpea,27950,1045.8,18.8244,10.458,18.8244,20,60,6.5,600
2011,Uttar Pradesh,Allahabad,rice,191540,2525.74,63.1435,30.30888,55.56628,25,80,6.5,1200
2011,Uttar Pradesh,Allahabad,maize,390,1333.33,35.99991,15.99996,22.66661,22,70,6,800
2011,Uttar Pradesh,Allahabad,chickpea,28010,1173.87,21.12966,11.7387,21.12966,20,60,6.5,600
2012,Uttar Pradesh,Allahabad,rice,195080,2704.84,67.621,32.45808,59.50648,25,80,6.5,1200
2012,Uttar Pradesh,Allahabad,maize,400,1375,37.125,16.5,23.375,22,70,6,800
2012,Uttar Pradesh,Allahabad,chickpea,28550,1059.19,19.06542,10.5919,19.06542,20,60,6.5,600
2013,Uttar Pradesh,Allahabad,rice,210420,2535.03,63.37575,30.42036,55.77066,25,80,6.5,1200
2013,Uttar Pradesh,Allahabad,maize,830,1674.7,45.2169,20.0964,28.4699,22,70,6,800
2013,Uttar Pradesh,Allahabad,chickpea,23490,591.32,10.64376,5.9132,10.64376,20,60,6.5,600
2014,Uttar Pradesh,Allahabad,rice,192640,2114.15,52.85375,25.3698,46.5113,25,80,6.5,1200
2014,Uttar Pradesh,Allahabad,maize,850,2141.18,57.81186,25.69416,36.40006,22,70,6,800
2014,Uttar Pradesh,Allahabad,chickpea,30230,280.85,5.0553,2.8085,5.0553,20,60,6.5,600
2015,Uttar Pradesh,Allahabad,rice,192540,1901.47,47.53675,22.81764,41.83234,25,80,6.5,1200
2015,Uttar Pradesh,Allahabad,maize,570,1315.79,35.52633,15.78948,22.36843,22,70,6,800
2015,Uttar Pradesh,Allahabad,chickpea,19260,592.94,10.67292,5.9294,10.67292,20,60,6.5,600
2016,Uttar Pradesh,Allahabad,rice,211760,2670.84,66.771,32.05008,58.75848,25,80,6.5,1200
2016,Uttar Pradesh,Allahabad,maize,320,1915.09,51.70743,22.98108,32.55653,22,70,6,800
2016,Uttar Pradesh,Allahabad,chickpea,27980,1019.34,18.34812,10.1934,18.34812,20,60,6.5,600
2017,Uttar Pradesh,Allahabad,rice,215880,2667.89,66.69725,32.01468,58.69358,25,80,6.5,1200
2017,Uttar Pradesh,Allahabad,maize,560,2431.13,65.64051,29.17356,41.32921,22,70,6,800
2017,Uttar Pradesh,Allahabad,chickpea,17560,1384.22,24.91596,13.8422,24.91596,20,60,6.5,600
1966,Uttar Pradesh,Jhansi,rice,14300,209.79,5.24475,2.51748,4.61538,25,80,6.5,1200
1966,Uttar Pradesh,Jhansi,maize,15600,948.72,25.61544,11.38464,16.12824,22,70,6,800
1966,Uttar Pradesh,Jhansi,chickpea,107700,421.54,7.58772,4.2154,7.58772,20,60,6.5,600
1967,Uttar Pradesh,Jhansi,rice,14300,524.48,13.112,6.29376,11.53856,25,80,6.5,1200
1967,Uttar Pradesh,Jhansi,maize,16000,1137.5,30.7125,13.65,19.3375,22,70,6,800
1967,Uttar Pradesh,Jhansi,chickpea,108600,654.7,11.7846,6.547,11.7846,20,60,6.5,600
1968,Uttar Pradesh,Jhansi,rice,14200,211.27,5.28175,2.53524,4.64794,25,80,6.5,1200
1968,Uttar Pradesh,Jhansi,maize,17300,855.49,23.09823,10.26588,14.54333,22,70,6,800
1968,Uttar Pradesh,Jhansi,chickpea,115900,618.64,11.13552,6.1864,11.13552,20,60,6.5,600
1969,Uttar Pradesh,Jhansi,rice,14500,475.86,11.8965,5.71032,10.46892,25,80,6.5,1200
1969,Uttar Pradesh,Jhansi,maize,16800,785.71,21.21417,9.42852,13.35707,22,70,6,800
1969,Uttar Pradesh,Jhansi,chickpea,125400,733.65,13.2057,7.3365,13.2057,20,60,6.5,600
1970,Uttar Pradesh,Jhansi,rice,17700,751.41,18.78525,9.01692,16.53102,25,80,6.5,1200
1970,Uttar Pradesh,Jhansi,maize,16600,1777.11,47.98197,21.32532,30.21087,22,70,6,800
1970,Uttar Pradesh,Jhansi,chickpea,122300,599.35,10.7883,5.9935,10.7883,20,60,6.5,600
1971,Uttar Pradesh,Jhansi,rice,16900,508.88,12.722,6.10656,11.19536,25,80,6.5,1200
1971,Uttar Pradesh,Jhansi,maize,14900,637.58,17.21466,7.65096,10.83886,22,70,6,800
1971,Uttar Pradesh,Jhansi,chickpea,113800,640.6,11.5308,6.406,11.5308,20,60,6.5,600
1972,Uttar Pradesh,Jhansi,rice,21700,377.88,9.447,4.53456,8.31336,25,80,6.5,1200
1972,Uttar Pradesh,Jhansi,maize,16900,1011.83,27.31941,12.14196,17.20111,22,70,6,800
1972,Uttar Pradesh,Jhansi,chickpea,114000,614.91,11.06838,6.1491,11.06838,20,60,6.5,600
1973,Uttar Pradesh,Jhansi,rice,19800,383.84,9.596,4.60608,8.44448,25,80,6.5,1200
1973,Uttar Pradesh,Jhansi,maize,17800,578.65,15.62355,6.9438,9.83705,22,70,6,800
1973,Uttar Pradesh,Jhansi,chickpea,113000,530.97,9.55746,5.3097,9.55746,20,60,6.5,600
1974,Uttar Pradesh,Jhansi,rice,19700,223.35,5.58375,2.6802,4.9137,25,80,6.5,1200
1974,Uttar Pradesh,Jhansi,maize,19700,131.98,3.56346,1.58376,2.24366,22,70,6,800
1974,Uttar Pradesh,Jhansi,chickpea,108000,482.41,8.68338,4.8241,8.68338,20,60,6.5,600
1975,Uttar Pradesh,Jhansi,rice,18900,492.06,12.3015,5.90472,10.82532,25,80,6.5,1200
1975,Uttar Pradesh,Jhansi,maize,16100,279.5,7.5465,3.354,4.7515,22,70,6,800
1975,Uttar Pradesh,Jhansi,chickpea,112600,563.06,10.13508,5.6306,10.13508,20,60,6.5,600
1976,Uttar Pradesh,Jhansi,rice,17500,525.71,13.14275,6.30852,11.56562,25,80,6.5,1200
1976,Uttar Pradesh,Jhansi,maize,16600,819.28,22.12056,9.83136,13.92776,22,70,6,800
1976,Uttar Pradesh,Jhansi,chickpea,110100,592.19,10.65942,5.9219,10.65942,20,60,6.5,600
1977,Uttar Pradesh,Jhansi,rice,18300,519.13,12.97825,6.22956,11.42086,25,80,6.5,1200
1977,Uttar Pradesh,Jhansi,maize,17800,1039.33,28.06191,12.47196,17.66861,22,70,6,800
1977,Uttar Pradesh,Jhansi,chickpea,110100,501.36,9.02448,5.0136,9.02448,20,60,6.5,600
1978,Uttar Pradesh,Jhansi,rice,19600,489.8,12.245,5.8776,10.7756,25,80,6.5,1200
1978,Uttar Pradesh,Jhansi,maize,18700,1000,27,12,17,22,70,6,800
1978,Uttar Pradesh,Jhansi,chickpea,101300,503.46,9.06228,5.0346,9.06228,20,60,6.5,600
1979,Uttar Pradesh,Jhansi,rice,20000,25,0.625,0.3,0.55,25,80,6.5,1200
1979,Uttar Pradesh,Jhansi,maize,19800,626.26,16.90902,7.51512,10.64642,22,70,6,800
1979,Uttar Pradesh,Jhansi,chickpea,113800,349.74,6.29532,3.4974,6.29532,20,60,6.5,600
1980,Uttar Pradesh,Jhansi,rice,16700,377.25,9.43125,4.527,8.2995,25,80,6.5,1200
1980,Uttar Pradesh,Jhansi,maize,22800,429.82,11.60514,5.15784,7.30694,22,70,6,800
1980,Uttar Pradesh,Jhansi,chickpea,87600,679.22,12.22596,6.7922,12.22596,20,60,6.5,600
1981,Uttar Pradesh,Jhansi,rice,15200,309.21,7.73025,3.71052,6.80262,25,80,6.5,1200
1981,Uttar Pradesh,Jhansi,maize,24200,1012.4,27.3348,12.1488,17.2108,22,70,6,800
1981,Uttar Pradesh,Jhansi,chickpea,100100,862.14,15.51852,8.6214,15.51852,20,60,6.5,600
1982,Uttar Pradesh,Jhansi,rice,22700,264.32,6.608,3.17184,5.81504,25,80,6.5,1200
1982,Uttar Pradesh,Jhansi,maize,21200,514.15,13.88205,6.1698,8.74055,22,70,6,800
1982,Uttar Pradesh,Jhansi,chickpea,125300,833.2,14.9976,8.332,14.9976,20,60,6.5,600
1983,Uttar Pradesh,Jhansi,rice,14300,692.31,17.30775,8.30772,15.23082,25,80,6.5,1200
1983,Uttar Pradesh,Jhansi,maize,17900,1195.53,32.27931,14.34636,20.32401,22,70,6,800
1983,Uttar Pradesh,Jhansi,chickpea,114600,732.98,13.19364,7.3298,13.19364,20,60,6.5,600
1984,Uttar Pradesh,Jhansi,rice,16900,603.55,15.08875,7.2426,13.2781,25,80,6.5,1200
1984,Uttar Pradesh,Jhansi,maize,21100,1895.73,51.18471,22.74876,32.22741,22,70,6,800
1984,Uttar Pradesh,Jhansi,chickpea,125200,833.07,14.99526,8.3307,14.99526,20,60,6.5,600
1985,Uttar Pradesh,Jhansi,rice,22000,572.73,14.31825,6.87276,12.60006,25,80,6.5,1200
1985,Uttar Pradesh,Jhansi,maize,30400,1450.66,39.16782,17.40792,24.66122,22,70,6,800
1985,Uttar Pradesh,Jhansi,chickpea,145500,803.44,14.46192,8.0344,14.46192,20,60,6.5,600
1986,Uttar Pradesh,Jhansi,rice,15000,253.33,6.33325,3.03996,5.57326,25,80,6.5,1200
1986,Uttar Pradesh,Jhansi,maize,22500,1182.22,31.91994,14.18664,20.09774,22,70,6,800
1986,Uttar Pradesh,Jhansi,chickpea,154400,766.19,13.79142,7.6619,13.79142,20,60,6.5,600
1987,Uttar Pradesh,Jhansi,rice,13100,587.79,14.69475,7.05348,12.93138,25,80,6.5,1200
1987,Uttar Pradesh,Jhansi,maize,22700,876.65,23.66955,10.5198,14.90305,22,70,6,800
1987,Uttar Pradesh,Jhansi,chickpea,153800,791.29,14.24322,7.9129,14.24322,20,60,6.5,600
1988,Uttar Pradesh,Jhansi,rice,12600,507.94,12.6985,6.09528,11.17468,25,80,6.5,1200
1988,Uttar Pradesh,Jhansi,maize,21600,949.07,25.62489,11.38884,16.13419,22,70,6,800
1988,Uttar Pradesh,Jhansi,chickpea,164800,748.79,13.47822,7.4879,13.47822,20,60,6.5,600
1989,Uttar Pradesh,Jhansi,rice,11900,327.73,8.19325,3.93276,7.21006,25,80,6.5,1200
1989,Uttar Pradesh,Jhansi,maize,22800,1627.19,43.93413,19.52628,27.66223,22,70,6,800
1989,Uttar Pradesh,Jhansi,chickpea,153200,690.6,12.4308,6.906,12.4308,20,60,6.5,600
1990,Uttar Pradesh,Jhansi,rice,12670,602.21,15.05525,7.22652,13.24862,25,80,6.5,1200
1990,Uttar Pradesh,Jhansi,maize,27340,1279.81,34.55487,15.35772,21.75677,22,70,6,800
1990,Uttar Pradesh,Jhansi,chickpea,159000,852.58,15.34644,8.5258,15.34644,20,60,6.5,600
1991,Uttar Pradesh,Jhansi,rice,10500,479.05,11.97625,5.7486,10.5391,25,80,6.5,1200
1991,Uttar Pradesh,Jhansi,maize,24090,633.04,17.09208,7.59648,10.76168,22,70,6,800
1991,Uttar Pradesh,Jhansi,chickpea,140650,724,13.032,7.24,13.032,20,60,6.5,600
1992,Uttar Pradesh,Jhansi,rice,10510,865.84,21.646,10.39008,19.04848,25,80,6.5,1200
1992,Uttar Pradesh,Jhansi,maize,25110,684.99,18.49473,8.21988,11.64483,22,70,6,800
1992,Uttar Pradesh,Jhansi,chickpea,128990,851.54,15.32772,8.5154,15.32772,20,60,6.5,600
1993,Uttar Pradesh,Jhansi,rice,9980,593.19,14.82975,7.11828,13.05018,25,80,6.5,1200
1993,Uttar Pradesh,Jhansi,maize,25550,1071.62,28.93374,12.85944,18.21754,22,70,6,800
1993,Uttar Pradesh,Jhansi,chickpea,131460,913.21,16.43778,9.1321,16.43778,20,60,6.5,600
1994,Uttar Pradesh,Jhansi,rice,9130,787.51,19.68775,9.45012,17.32522,25,80,6.5,1200
1994,Uttar Pradesh,Jhansi,maize,22040,618.87,16.70949,7.42644,10.52079,22,70,6,800
1994,Uttar Pradesh,Jhansi,chickpea,143700,819.21,14.74578,8.1921,14.74578,20,60,6.5,600
1995,Uttar Pradesh,Jhansi,rice,9650,669.43,16.73575,8.03316,14.72746,25,80,6.5,1200
1995,Uttar Pradesh,Jhansi,maize,22980,982.16,26.51832,11.78592,16.69672,22,70,6,800
1995,Uttar Pradesh,Jhansi,chickpea,135950,828.98,14.92164,8.2898,14.92164,20,60,6.5,600
1996,Uttar Pradesh,Jhansi,rice,9600,890.63,22.26575,10.68756,19.59386,25,80,6.5,1200
1996,Uttar Pradesh,Jhansi,maize,22580,854.74,23.07798,10.25688,14.53058,22,70,6,800
1996,Uttar Pradesh,Jhansi,chickpea,117940,1031.8,18.5724,10.318,18.5724,20,60,6.5,600
1997,Uttar Pradesh,Jhansi,rice,9020,600.89,15.02225,7.21068,13.21958,25,80,6.5,1200
1997,Uttar Pradesh,Jhansi,maize,23010,1338.55,36.14085,16.0626,22.75535,22,70,6,800
1997,Uttar Pradesh,Jhansi,chickpea,117340,992.59,17.86662,9.9259,17.86662,20,60,6.5,600
1998,Uttar Pradesh,Jhansi,rice,11960,759.2,18.98,9.1104,16.7024,25,80,6.5,1200
1998,Uttar Pradesh,Jhansi,maize,23300,1202.15,32.45805,14.4258,20.43655,22,70,6,800
